date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:08	5075/5075	---M-Z	200	added ('OK')	text/css	etag:%2213d3-5bfed2f767500-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-blueviolet.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-blueviolet.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:08	30815/30815	---M--	200	added ('OK')	image/jpeg	etag:%22785f-5bfed2c7b8480%22	http://likeabawz.dk/exill/demo/kitzu/template/img/post-5.jpg	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/img/post-5.jpg	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:09	5077/5077	---M-Z	200	added ('OK')	text/css	etag:%2213d5-5bfed300f0b80-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-nightskyblue.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-nightskyblue.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:09	5077/5077	---M-Z	200	added ('OK')	text/css	etag:%2213d5-5bfed303cd240-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-redpink.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-redpink.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:09	5077/5077	---M-Z	200	added ('OK')	text/css	etag:%2213d5-5bfed2f6732c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-blue.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-blue.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:10	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed2f85b740-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-cyan.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-cyan.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:10	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed2fa43bc0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkblue.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkblue.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:11	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed2fc2c040-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkmagenta.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkmagenta.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:11	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed2fc2c040-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkpink.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkpink.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:11	45636/45636	---M--	200	added ('OK')	image/jpeg	etag:%22b244-5bfed2cb88d80%22	http://likeabawz.dk/exill/demo/kitzu/template/img/post-6.jpg	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/img/post-6.jpg	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:12	171191/171191	---M--	200	added ('OK')	image/jpeg	etag:%2229cb7-5bfed2b68dc00%22	http://likeabawz.dk/exill/demo/kitzu/template/img/item-6.jpg	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/img/item-6.jpg	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:12	5075/5075	---M-Z	200	added ('OK')	text/css	etag:%2213d3-5bfed2fd20280-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkred.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkred.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:12	5075/5075	---M-Z	200	added ('OK')	text/css	etag:%2213d3-5bfed2ff08700-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-green.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-green.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:13	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed2ff08700-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-indigo.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-indigo.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:13	5098/5098	---M-Z	200	added ('OK')	text/css	etag:%2213ea-5bfed300f0b80-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-orange.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-orange.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:14	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed301e4dc0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-pink.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-pink.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:14	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed302d9000-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-purple.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-purple.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:15	5075/5075	---M-Z	200	added ('OK')	text/css	etag:%2213d3-5bfed303cd240-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-red.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-red.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:15	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed305b56c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-teal.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-teal.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:16	4956/4956	---M-Z	200	added ('OK')	text/css	etag:%22135c-5bfed2f94f980-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-dark.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-dark.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:16	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed306a9900-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-yellowgreen.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-yellowgreen.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:17	5085/5085	---M-Z	200	added ('OK')	text/css	etag:%2213dd-5bfed305b56c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-tangopink.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-tangopink.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:17	5085/5085	---M-Z	200	added ('OK')	text/css	etag:%2213dd-5bfed2fffc940-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-moodyblue.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-moodyblue.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:17	5077/5077	---M-Z	200	added ('OK')	text/css	etag:%2213d5-5bfed2f85b740-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-brown.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-brown.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:18	5080/5080	---M-Z	200	added ('OK')	text/css	etag:%2213d8-5bfed304c1480-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-royalblue.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-royalblue.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:18	5098/5098	---M-Z	200	added ('OK')	text/css	etag:%2213ea-5bfed2fe144c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkyellow.css	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/colors/main-darkyellow.css	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:19	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%2215851-5bfed2ebf5a00-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/jquery.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/jquery.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:20	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5bfed2d8e2d00-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/imagesloaded.pkgd.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/imagesloaded.pkgd.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:21	78635/78635	---M-Z	200	added ('OK')	application/javascript	etag:%221332b-5bfed2d7eeac0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/bootstrap.bundle.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/bootstrap.bundle.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:21	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:%228a75-5bfed2dbbf3c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/isotope.pkgd.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/isotope.pkgd.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:21	2247/2247	---M-Z	200	added ('OK')	application/javascript	etag:%228c7-5bfed2d04d8c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/animatedModal.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/animatedModal.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:22	31812/31812	---M-Z	200	added ('OK')	application/javascript	etag:%227c44-5bfed2f396c00-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/tiny-slider.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/tiny-slider.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:22	6630/6630	---M-Z	200	added ('OK')	application/javascript	etag:%2219e6-5bfed2ece9c40-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/lity.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/lity.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:23	46363/46363	---M-Z	200	added ('OK')	application/javascript	etag:%22b51b-5bfed2f0ba540-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/simplebar.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/simplebar.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:24	62591/62591	---M-Z	200	added ('OK')	application/javascript	etag:%22f47f-5bfed2e3605c0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/jquery.mb.YTPlayer.min.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/jquery.mb.YTPlayer.min.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:24	6119/6119	---M-Z	200	added ('OK')	application/javascript	etag:%2217e7-5bfed2ece9c40-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/main.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/main.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:24	338/338	---M-Z	200	added ('OK')	application/javascript	etag:%22152-5bfed2d7eeac0-gzip%22	http://likeabawz.dk/exill/demo/kitzu/template/js/custom.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/js/custom.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:25	0/0	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-5bfed32ccf300%22	http://likeabawz.dk/exill/demo/kitzu/customizer/main.js	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/customizer/main.js	(from http://likeabawz.dk/exill/demo/kitzu/template/index.html)
18:19:34	50556/50556	---M--	200	added ('OK')	font/woff2	etag:%22c57c-5bfed27d55500%22	http://likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons.woff2?v=4.5.7	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons9a08.woff2	(from http://likeabawz.dk/exill/demo/kitzu/template/css/ionicons.min.css)
18:19:37	65916/65916	---M--	200	added ('OK')	application/font-woff	etag:%221017c-5bfed275b4300%22	http://likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons.woff?v=4.5.7	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons9a08.woff	(from http://likeabawz.dk/exill/demo/kitzu/template/css/ionicons.min.css)
18:19:38	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Aug%202022%2017:19:38%20GMT	http://likeabawz.dk/exill/demo/kitzu/template/css/font/ytp-regular.eot	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/css/font/ytp-regular.48.delayed	(from http://likeabawz.dk/exill/demo/kitzu/template/css/jquery.mb.YTPlayer.min.css)
18:19:38	112662/112662	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b816-5bfed24cb2240%22	http://likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons.eot?v=4.5.7	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons9a08.eot	(from http://likeabawz.dk/exill/demo/kitzu/template/css/ionicons.min.css)
18:19:42	312755/312755	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c5b3-5bfed26395840%22	http://likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons.svg?v=4.5.7	C:/Users/PC/Desktop/g-portfolio/kitzu%20portfolio/likeabawz.dk/exill/demo/kitzu/template/fonts/ionicons9a08.svg	(from http://likeabawz.dk/exill/demo/kitzu/template/css/ionicons.min.css)
